,title,date,author,level,length,icon
993,Ethical Hacking: Sniffing,Nov 22 2022,by Dale Meredith,Intermediate,3h 7m,https://pluralsight.imgix.net/course-images/sniffing-ethical-hacking-ceh-cert-v1.png?w=120
994,Ethical Hacking: Hacking IoT and OT,Nov 22 2022,by Dale Meredith,Intermediate,2h 11m,https://pluralsight.imgix.net/course-images/hacking-iot-ot-ethical-hacking-ceh-cert-v1.png?w=120
995,Ethical Hacking: Malware Threats,Nov 22 2022,by Dale Meredith,Intermediate,5h 1m,https://pluralsight.imgix.net/course-images/malware-threats-ethical-hacking-ceh-cert-v1.png?w=120
996,Ethical Hacking: Hacking Wireless Networks,Nov 22 2022,by Dale Meredith,Intermediate,3h 36m,https://pluralsight.imgix.net/course-images/hacking-wireless-networks-ethical-hacking-ceh-cert-v1.png?w=120
997,Ethical Hacking: Hacking Mobile Platforms,Nov 22 2022,by Dale Meredith,Intermediate,2h 22m,https://pluralsight.imgix.net/course-images/hacking-mobile-platforms-ethical-hacking-ceh-cert-v1.png?w=120
998,Privilege Escalation with PEASS-NG,Nov 22 2022,by Rishalin Pillay,Intermediate,20m,https://pluralsight.imgix.net/course-images/peass-ng-privilege-escalation-v1.jpg?w=120
999,CAPM: Right for Me?,Nov 22 2022,by Casey Ayers,Beginner,1h 13m,https://pluralsight.imgix.net/course-images/capm-right-for-me-v1.jpg?w=120
1000,Looping and Branching in JavaScript,Nov 22 2022,by Andrejs Doronins,Intermediate,1h 15m,https://pluralsight.imgix.net/course-images/javascript-looping-branching-v1.jpg?w=120
1001,Production Machine Learning Systems,Nov 22 2022,by Google Cloud,Intermediate,2h 42m,https://pluralsight.imgix.net/course-images/production-machine-learning-systems-5-v1.png?w=120
1002,Ethical Hacking: Exam Review and Tips,Nov 22 2022,by Dale Meredith,Intermediate,16m,https://pluralsight.imgix.net/course-images/exam-review-tips-ethical-hacking-ceh-cert-v1.png?w=120
1003,Java SE 17 Performance with JMeter,Nov 22 2022,by Esteban Herrera,Advanced,3h 14m,https://pluralsight.imgix.net/course-images/java-se-17-jmeter-performance-v1.jpg?w=120
1004,Ethical Hacking: Cloud Computing,Nov 21 2022,by Michael Teske,Intermediate,48m,https://pluralsight.imgix.net/course-images/cloud-computing-ethical-hacking-ceh-cert-v1.png?w=120
1005,Debugging in Go,Nov 21 2022,by Pinal Dave,Beginner,1h 12m,https://pluralsight.imgix.net/course-images/go-debugging-v1.jpg?w=120
1006,Developing Canvas Apps with Power Apps (PL-400),Nov 21 2022,by Divyani Rajani,Intermediate,2h 3m,https://pluralsight.imgix.net/course-images/developing-canvas-apps-power-apps-cert-v1.png?w=120
1007,Creating New BigQuery Datasets and Visualizing Insights,Nov 21 2022,by Google Cloud,Beginner,1h 3m,https://pluralsight.imgix.net/course-images/new-bigquery-datasets-visualizing-insights-2-v1.png?w=120
1008,What's New in ASP.NET Core 7.0,Nov 19 2022,by Alex Wolf,Intermediate,2h 11m,https://pluralsight.imgix.net/course-images/asp-dot-net-core-7-whats-new-v1.png?w=120
1009,Cisco Enterprise Networks: Quality of Service (QoS),Nov 18 2022,by Ben Piper,Intermediate,1h 14m,https://pluralsight.imgix.net/course-images/cisco-enterprise-networks-quality-service-cert-v1.jpg?w=120
1010,Exploring and Preparing your Data with BigQuery,Nov 18 2022,by Google Cloud,Beginner,2h 24m,https://pluralsight.imgix.net/course-images/exploring-preparing-data-bigquery-3-v1.png?w=120
1011,Software Defined Networking (SDN) and Network Functions Virtualization (NFV): The Big Picture,Nov 18 2022,by Brian Eiler,Intermediate,2h 16m,https://pluralsight.imgix.net/course-images/sdn-nfv-big-picture-v1.jpg?w=120
1012,IBM Guardium Data Protection Foundations,Nov 18 2022,by IBM,Beginner,3h 43m,https://pluralsight.imgix.net/course-images/ibm-guardium-data-protection-foundations-2-v1.jpg?w=120
1013,The IT Ops Sessions: Hardening Okta against Phishing Attacks,Nov 18 2022,by Chris Green,Intermediate,35m,https://pluralsight.imgix.net/course-images/okta-phishing-attacks-hardening-it-ops-sessions-v1.png?w=120
1014,Visual Studio Code for DevOps and IT Professionals,Nov 18 2022,by Tim Warner,Intermediate,3h 6m,https://pluralsight.imgix.net/course-images/visual-studio-code-devops-it-professionals-v1.jpg?w=120
1015,Developing Data Models with LookML,Nov 18 2022,by Google Cloud,Beginner,2h 36m,https://pluralsight.imgix.net/course-images/developing-data-models-lookml-3-v1.png?w=120
1016,Managing Microsoft Teams Phone Systems,Nov 17 2022,by Jeff Brown,Intermediate,2h 37m,https://pluralsight.imgix.net/course-images/microsoft-teams-phone-systems-managing-cert-v1.jpg?w=120
1017,Develop and Deploy Windows Applications on Google Cloud,Nov 17 2022,by Google Cloud,Beginner,1h 54m,https://pluralsight.imgix.net/course-images/develop-deploy-windows-applications-google-cloud-1-v1.png?w=120
1018,web2py 2 Fundamentals,Nov 17 2022,by Joseph Cline,Beginner,1h 2m,https://pluralsight.imgix.net/course-images/web2py-2-fundamentals-v1.jpg?w=120
1019,Using Jenkins to Automate Artifact Builds and Security,Nov 16 2022,by George Smith,Intermediate,2h 43m,https://pluralsight.imgix.net/course-images/jenkins-automate-artifact-builds-security-using-v1.jpg?w=120
1020,Applying Machine Learning to your Data with Google Cloud,Nov 16 2022,by Google Cloud,Beginner,1h 26m,https://pluralsight.imgix.net/course-images/applying-machine-learning-data-google-cloud-1-v1.png?w=120
1021,"The IT Ops Sessions: SharePoint, OneDrive, and Lists News Roundup from Ignite 2022",Nov 16 2022,by Vlad Catrinescu,Beginner,34m,https://pluralsight.imgix.net/course-images/sharepoint-onedrive-lists-ignite-2022-it-ops-sessions-v1.png?w=120
1022,The IT Ops Sessions: Microsoft Viva and Other Microsoft 365 News Roundup from Ignite 2022,Nov 16 2022,by Vlad Catrinescu,Beginner,34m,https://pluralsight.imgix.net/course-images/microsoft-viva-365-ignite-2022-it-ops-sessions-v1.png?w=120
1023,Splunk 9: Generating Tailored Searches,Nov 16 2022,by Joe Abraham,Intermediate,2h 19m,https://pluralsight.imgix.net/course-images/splunk-9-generating-tailored-searches-v1.jpg?w=120
1024,Developing a Google SRE Culture,Nov 16 2022,by Google Cloud,Beginner,1h 52m,https://pluralsight.imgix.net/course-images/developing-google-sre-culture-4-v1.png?w=120
1025,Introduction to the Managing Microsoft Teams (MS-700) Exam,Nov 16 2022,by Vlad Catrinescu,Beginner,28m,https://pluralsight.imgix.net/course-images/microsoft-teams-managing-ms-700-exam-intro-cert-v1.jpg?w=120
1026,Go Fundamentals,Nov 15 2022,by Mike Van Sickle,Beginner,7h 25m,https://pluralsight.imgix.net/course-images/fundamentals-go-v1.jpg?w=120
1027,Building Batch Data Pipelines on Google Cloud,Nov 15 2022,by Google Cloud,Beginner,2h 20m,https://pluralsight.imgix.net/course-images/building-batch-data-pipelines-google-cloud-3-v1.png?w=120
1028,Getting Started With Application Development,Nov 15 2022,by Google Cloud,Beginner,2h 28m,https://pluralsight.imgix.net/course-images/getting-started-application-development-8-v1.png?w=120
1029,"Smart Analytics, Machine Learning, and AI on Google Cloud",Nov 15 2022,by Google Cloud,Beginner,1h 16m,https://pluralsight.imgix.net/course-images/smart-analytics-machine-learning-ai-google-cloud-3-v1.png?w=120
1030,Building Resilient Streaming Analytics Systems on Google Cloud,Nov 15 2022,by Google Cloud,Beginner,1h 56m,https://pluralsight.imgix.net/course-images/building-resilient-streaming-analytics-systems-google-cloud-3-v1.png?w=120
1031,Security Compliance: ISO/IEC 27000 Series,Nov 15 2022,by Richard Harpur,Beginner,1h 9m,https://pluralsight.imgix.net/course-images/iso-iec-27000-security-compliance-v1.jpg?w=120
1032,Securing and Integrating Components of your Application,Nov 15 2022,by Google Cloud,Beginner,1h 20m,https://pluralsight.imgix.net/course-images/securing-integrating-components-application-8-v1.png?w=120
1033,The IT Ops Sessions: 5G Enablement for the Enterprise,Nov 14 2022,by Jillian Kaplan,Beginner,34m,https://pluralsight.imgix.net/course-images/5g-enablement-enterprise-it-ops-sessions-v2.png?w=120
1034,Modernizing Data Lakes and Data Warehouses with Google Cloud,Nov 14 2022,by Google Cloud,Beginner,3h ,https://pluralsight.imgix.net/course-images/modernizing-data-lakes-data-warehouses-google-cloud-4-v1.png?w=120
1035,"App Deployment, Debugging, and Performance",Nov 14 2022,by Google Cloud,Beginner,1h 24m,https://pluralsight.imgix.net/course-images/app-deployment-debugging-performance-9-v1.png?w=120
1036,Configure Device and Network Settings for Microsoft Teams,Nov 11 2022,by Jeff Brown,Intermediate,1h 56m,https://pluralsight.imgix.net/course-images/microsoft-teams-configure-device-network-settings-cert-v1.jpg?w=120
1037,Splunk 9: Correlating Events with Transactions,Nov 11 2022,by Karun Subramanian,Intermediate,1h 36m,https://pluralsight.imgix.net/course-images/splunk-9-correlating-events-transactions-v1.jpg?w=120
1038,Risk Assessment with OpenCVE,Nov 11 2022,by Peter Mosmans,Intermediate,32m,https://pluralsight.imgix.net/course-images/opencve-risk-assessment-v1.jpg?w=120
1039,Optimizing Your Google Cloud Costs,Nov 11 2022,by Google Cloud,Beginner,1h 11m,https://pluralsight.imgix.net/course-images/optimizing-google-cloud-costs-1-v1.png?w=120
1040,The IT Ops Sessions: Microsoft Teams News Roundup from Ignite 2022,Nov 11 2022,by Vlad Catrinescu,Beginner,47m,https://pluralsight.imgix.net/course-images/microsoft-teams-ignite-2022-it-ops-sessions-v1.png?w=120
1041,Splunk 9: Employing the Splunk Common Information Model (CIM),Nov 11 2022,by Adam Frisbee,Intermediate,39m,https://pluralsight.imgix.net/course-images/splunk-9-common-information-model-employing-v1.jpg?w=120
1042,Using Hooks in React 18,Nov 10 2022,by Peter Kellner,Intermediate,3h 34m,https://pluralsight.imgix.net/course-images/react-18-using-hooks-v1.png?w=120
1043,Preparing for the Google Cloud Professional Data Engineer Exam,Nov 10 2022,by Google Cloud,Intermediate,2h 7m,https://pluralsight.imgix.net/course-images/preparing-google-cloud-professional-data-engineer-exam-4-v1.png?w=120
1044,Getting Started with Salesforce Lightning Web Components,Nov 10 2022,by Sara Morgan Nettles,Intermediate,1h 51m,https://pluralsight.imgix.net/course-images/salesforce-lightning-web-components-getting-started-v1.jpg?w=120
1045,Becoming a Better Presenter,Nov 10 2022,by Jason Alba,Beginner,1h 58m,https://pluralsight.imgix.net/course-images/becoming-better-presenter-v1.jpg?w=120
1046,Creating a Power BI Datamart,Nov 10 2022,by Andrew McSwiggan,Beginner,1h 18m,https://pluralsight.imgix.net/course-images/creating-power-bi-data-mart-v1.jpg?w=120
1047,C# 10 Best Practices,Nov 9 2022,by Xavier Morera,Intermediate,3h 5m,https://pluralsight.imgix.net/course-images/c-sharp-10-best-practices-v1.jpg?w=120
1048,Python for Linux System Administration,Nov 9 2022,by Steve Buchanan,Intermediate,2h 53m,https://pluralsight.imgix.net/course-images/python-linux-system-administration-v1.jpg?w=120
1049,Extending the Power Platform User Experience (PL-400),Nov 9 2022,by Vishwas Lele,Intermediate,1h 35m,https://pluralsight.imgix.net/course-images/extending-power-platform-user-experience-v1.jpg?w=120
1050,Java SE 17 Fundamentals,Nov 8 2022,by Jim Wilson,Beginner,7h ,https://pluralsight.imgix.net/course-images/java-se-17-fundamentals-v1.png?w=120
1051,Project+: Right for Me?,Nov 8 2022,by Casey Ayers,Beginner,1h 13m,https://pluralsight.imgix.net/course-images/project-plus-right-for-me-v1.jpg?w=120
1052,Google Cloud Fundamentals: Core Infrastructure,Nov 8 2022,by Google Cloud,Beginner,2h 22m,https://pluralsight.imgix.net/course-images/google-cloud-fundamentals-core-infrastructure-3-v1.png?w=120
1053,Kubernetes Security: System Hardening,Nov 8 2022,by Antonio Jesús Piedra,Intermediate,49m,https://pluralsight.imgix.net/course-images/kubernetes-security-system-hardening-2022-cert-v1.jpg?w=120
1054,Splunk 9: Introduction to Splunk for Security Detection and Monitoring,Nov 8 2022,by Matt Conran,Intermediate,1h 36m,https://pluralsight.imgix.net/course-images/splunk-9-splunk-security-introduction-v1.jpg?w=120
1055,AWS Certified Solutions Architect - Associate (SAA-C03),Nov 7 2022,by Andru Estes,Intermediate,25h 5m,https://pluralsight.imgix.net/course-images/aws-certified-solutions-architect---associate-saa-c03-v1.jpg?w=120
1056,LINQ Best Practices,Nov 7 2022,by Mark Heath,Intermediate,4h 59m,https://pluralsight.imgix.net/course-images/linq-best-practices-v1.png?w=120
1057,Web Development with HTML & CSS: The Big Picture,Nov 7 2022,by Barry Luijbregts,Beginner,1h 25m,https://pluralsight.imgix.net/course-images/html-css-web-development-big-picture-v1.jpg?w=120
1058,Developing Applications on Ethereum Blockchain,Nov 4 2022,by Ivan Mushketyk,Intermediate,5h 47m,https://pluralsight.imgix.net/course-images/blockchain-ethereum-developing-applications-v1.png?w=120
1059,Java SE 17 Creational Design Patterns,Nov 4 2022,by Bryan Hansen,Advanced,2h 4m,https://pluralsight.imgix.net/course-images/java-se-17-creational-design-patterns-v1.png?w=120
1060,Microsoft Project for the Web Fundamentals,Nov 4 2022,by Ben Howard,Beginner,1h 59m,https://pluralsight.imgix.net/course-images/microsoft-project-web-fundamentals-v1.png?w=120
1061,Query Data by Using Azure Synapse Analytics - DP-500,Nov 4 2022,by Nikola Ilic,Intermediate,1h 7m,https://pluralsight.imgix.net/course-images/query-data-azure-synapse-analytics-dp-500-v1.jpg?w=120
1062,Working with Files in Python 3,Nov 4 2022,by Ed Freitas,Intermediate,1h 19m,https://pluralsight.imgix.net/course-images/python-3-working-files-v1.png?w=120
1063,"Eliminating Bias, Prejudices, and Stereotyping through Increasing Your Understanding of Others",Nov 4 2022,by Shelley Benhoff,Beginner,1h 10m,https://pluralsight.imgix.net/course-images/eliminating-bias-prejudices-stereotyping-understanding-others-v1.jpg?w=120
1064,React 18 with Create-React-App Playbook,Nov 4 2022,by Zachary Bennett,Intermediate,53m,https://pluralsight.imgix.net/course-images/react-18-create-react-app-playbook-v1.jpg?w=120
1065,Influencing without Authority: Becoming an Agent of Change,Nov 4 2022,by Alice Meredith,Beginner,1h 7m,https://pluralsight.imgix.net/course-images/profdev-series-agent-of-change-v1.jpg?w=120
1066,Kendo UI 2022 Fundamentals,Nov 4 2022,by Alper Tellioglu,Beginner,2h 25m,https://pluralsight.imgix.net/course-images/kendo-ui-2022-fundamentals-v1.jpg?w=120
1067,Incident Investigation with IBM Security QRadar,Nov 4 2022,by Ricardo Reimao,Intermediate,1h 44m,https://pluralsight.imgix.net/course-images/ibm-security-qradar-incident-investigation-v1.jpg?w=120
1068,Taking the Exam: Certified Analytics Professional (CAP),Nov 4 2022,"by Jason Browning, Ph.D.",Beginner,25m,https://pluralsight.imgix.net/course-images/taking-the-exam-certified-analytics-professional-v1.jpg?w=120
1069,Kusto Query Language: Getting Started,Nov 3 2022,by Robert Cain,Beginner,41m,https://pluralsight.imgix.net/course-images/kusto-query-language-getting-started-v1.jpg?w=120
1070,Linux Endpoint Security: Processes,Nov 3 2022,by Aaron Rosenmund,Beginner,25m,https://pluralsight.imgix.net/course-images/linux-endpoint-security-processes-v1.jpg?w=120
1071,Google Meet and Google Chat,Nov 3 2022,by Google Cloud,Beginner,42m,https://pluralsight.imgix.net/course-images/google-meet-google-chat-1-v1.png?w=120
1072,System Services and Activity Monitoring with Python,Nov 3 2022,by Sean Wilkins,Intermediate,1h 46m,https://pluralsight.imgix.net/course-images/python-system-services-activity-monitoring-v1.jpg?w=120
1073,Google Cloud Fundamentals for Azure Professionals: Core Infrastructure,Nov 3 2022,by Google Cloud,Beginner,2h 48m,https://pluralsight.imgix.net/course-images/google-cloud-fundamentals-azure-professionals-core-infrastructure-4-v1.png?w=120
1074,Preparing for Your Associate Cloud Engineer Journey,Nov 3 2022,by Google Cloud,Beginner,51m,https://pluralsight.imgix.net/course-images/preparing-associate-cloud-engineer-journey-6-v1.png?w=120
1075,Google Cloud Fundamentals for AWS Professionals,Nov 3 2022,by Google Cloud,Beginner,2h 50m,https://pluralsight.imgix.net/course-images/google-cloud-fundamentals-aws-professionals-3-v1.png?w=120
1076,AZ-500 Microsoft Azure Security Technologies,Nov 2 2022,by A Cloud Guru,Beginner,16h 57m,https://pluralsight.imgix.net/course-images/az-500-microsoft-azure-security-technologies-v2.jpg?w=120
1077,Javascript: The Big Picture,Nov 2 2022,by David Tucker,Beginner,56m,https://pluralsight.imgix.net/course-images/javascript-big-picture-v1.jpg?w=120
1078,ASP.NET Core 6 Web API Deep Dive,Nov 2 2022,by Kevin Dockx,Intermediate,9h 5m,https://pluralsight.imgix.net/course-images/asp-dot-net-core-6-web-api-deep-dive-v1.jpg?w=120
1079,Architecting with Google Kubernetes Engine: Foundations,Nov 2 2022,by Google Cloud,Beginner,2h 3m,https://pluralsight.imgix.net/course-images/architecting-google-kubernetes-engine-foundations-7-v1.png?w=120
1080,Architecting with Google Kubernetes Engine: Production,Nov 2 2022,by Google Cloud,Beginner,2h 23m,https://pluralsight.imgix.net/course-images/architecting-google-kubernetes-engine-production-6-v1.png?w=120
1081,Essential Google Cloud Infrastructure: Core Services,Nov 2 2022,by Google Cloud,Beginner,3h 20m,https://pluralsight.imgix.net/course-images/essential-google-cloud-infrastructure-core-services-10-v1.png?w=120
1082,Elastic Google Cloud Infrastructure: Scaling and Automation,Nov 2 2022,by Google Cloud,Beginner,2h 43m,https://pluralsight.imgix.net/course-images/elastic-google-cloud-infrastructure-scaling-automation-9-v1.png?w=120
1083,Getting Started with Google Kubernetes Engine,Nov 2 2022,by Google Cloud,Beginner,2h 50m,https://pluralsight.imgix.net/course-images/getting-started-google-kubernetes-engine-9-v1.png?w=120
1084,Architecting with Google Kubernetes Engine: Workloads,Nov 2 2022,by Google Cloud,Beginner,2h 58m,https://pluralsight.imgix.net/course-images/architecting-google-kubernetes-engine-workloads-7-v1.png?w=120
1085,React 18 with Next.js Playbook,Nov 2 2022,by Jim Cooper,Intermediate,1h 47m,https://pluralsight.imgix.net/course-images/react-18-nextjs-playbook-v1.png?w=120
1086,How Google Does Machine Learning,Nov 2 2022,by Google Cloud,Beginner,2h 55m,https://pluralsight.imgix.net/course-images/how-google-does-machine-learning-4-v1.png?w=120
1087,Essential Google Cloud Infrastructure: Foundation,Nov 2 2022,by Google Cloud,Beginner,3h 28m,https://pluralsight.imgix.net/course-images/essential-google-cloud-infrastructure-foundation-5-v1.png?w=120
1088,AZ-305: Designing Microsoft Azure Infrastructure Solutions,Oct 31 2022,by A Cloud Guru,Advanced,16h 36m,https://pluralsight.imgix.net/course-images/az-305-designing-microsoft-azure-infrastructure-solutions-v3.jpg?w=120
1089,Analyzing and Visualizing Data in Looker,Oct 31 2022,by Google Cloud,Beginner,1h 50m,https://pluralsight.imgix.net/course-images/analyzing-visualizing-data-looker-3-v1.png?w=120
1090,MLOps (Machine Learning Operations) Fundamentals,Oct 31 2022,by Google Cloud,Beginner,5h 32m,https://pluralsight.imgix.net/course-images/mlops-machine-learning-operations-fundamentals-5-v1.png?w=120
1091,Preparing for your Professional Cloud Architect Journey,Oct 31 2022,by Google Cloud,Intermediate,1h 38m,https://pluralsight.imgix.net/course-images/preparing-professional-cloud-architect-journey-1-v1.png?w=120
1092,Building No-Code Apps with AppSheet: Foundations,Oct 31 2022,by Google Cloud,Beginner,2h 24m,https://pluralsight.imgix.net/course-images/building-no-code-apps-appsheet-foundations-4-v1.png?w=120
1093,Managing Machine Learning Projects with Google Cloud,Oct 31 2022,by Google Cloud,Beginner,4h 17m,https://pluralsight.imgix.net/course-images/managing-machine-learning-projects-google-cloud-2-v1.png?w=120
1094,Talking Tradecraft @ Pluralsight: A Technical Dive into the Log4Shell Exploit,Oct 31 2022,by Aaron Rosenmund,Intermediate,57m,https://pluralsight.imgix.net/course-images/log4j-exploit-technical-dive-v1.png?w=120
1095,OpenVAS Concepts and Scanning,Oct 31 2022,by David Clinton,Beginner,50m,https://pluralsight.imgix.net/course-images/openvas-concepts-scanning-v1.jpg?w=120
1096,Service Orchestration and Choreography on Google Cloud,Oct 31 2022,by Google Cloud,Beginner,45m,https://pluralsight.imgix.net/course-images/service-orchestration-choreography-google-cloud-v1.png?w=120
1097,Specialized Engineering: Healthcare Facilities,Oct 31 2022,by Bobby Rogers,Advanced,1h 9m,https://pluralsight.imgix.net/course-images/specialized-engineering-healthcare-facilities-v1.jpg?w=120
1098,Performance Measuring and Monitoring for .NET 6 Applications,Oct 22 2022,by Ivan Gavryliuk,Intermediate,2h 37m,https://pluralsight.imgix.net/course-images/dot-net-6-application-performance-measuring-monitoring-v1.jpg?w=120
1099,Strings and Regular Expressions in JavaScript,Oct 22 2022,by Andrejs Doronins,Intermediate,1h 52m,https://pluralsight.imgix.net/course-images/javascript-strings-regular-expressions-v1.jpg?w=120
1100,Fiddler Classic 5 Fundamentals,Oct 22 2022,by Daniel Stern,Beginner,1h 21m,https://pluralsight.imgix.net/course-images/fiddler-classic-5-fundamentals-v1.jpg?w=120
1101,Secure Coding with OWASP in ASP.NET Core 6,Oct 21 2022,by Gavin Johnson-Lynn,Intermediate,4h 38m,https://pluralsight.imgix.net/course-images/asp-dot-net-core-6-secure-coding-owasp-v1.png?w=120
1102,Apache Commons Text Vulnerability: What You Should Know,Oct 21 2022,by Brandon DeVault,Beginner,10m,https://pluralsight.imgix.net/course-images/audience/generic.jpg?w=120
1103,Ubuntu Linux Administration: User and Group Management,Oct 21 2022,by Andrew Mallett,Intermediate,3h 45m,https://pluralsight.imgix.net/course-images/ubuntu-linux-administration-user-group-management-cert-v1.jpg?w=120
1104,Specialized Attacks: Wireless,Oct 21 2022,by Matthew Lloyd Davies,Intermediate,1h 7m,https://pluralsight.imgix.net/course-images/specialized-attacks-wireless-v1.jpg?w=120
1105,Microsoft 365 Services and Concepts,Oct 21 2022,by Vlad Catrinescu,Intermediate,3h 34m,https://pluralsight.imgix.net/course-images/microsoft-365-services-concepts-cert-v1.jpg?w=120
1106,Configuring Microsoft Dataverse (PL-200|400),Oct 20 2022,by James Millar,Intermediate,2h 1m,https://pluralsight.imgix.net/course-images/configuring-microsoft-dataverse-v1.jpg?w=120
1107,Deploying and Managing Azure Kubernetes Service (AKS) Clusters,Oct 19 2022,by Ben Weissman,Intermediate,49m,https://pluralsight.imgix.net/course-images/deploying-managing-aks-clusters-v1.jpg?w=120
1108,jQuery 3 Fundamentals,Oct 19 2022,by Craig Shoemaker,Beginner,56m,https://pluralsight.imgix.net/course-images/jquery-3-fundamentals-v1.png?w=120
1109,ASP.NET Core 6 Blazor Fundamentals,Oct 18 2022,by Gill Cleeren,Beginner,5h 42m,https://pluralsight.imgix.net/course-images/asp-dot-net-core-6-blazor-fundamentals-v1.png?w=120
1110,"Extensions, Frameworks, and Integrations Used with Snort",Oct 18 2022,by Joe Abraham,Intermediate,1h 50m,https://pluralsight.imgix.net/course-images/snort-extensions-frameworks-integrations-v1.jpg?w=120
1111,Specialized Hunts: Threat Hunting within Mail Servers,Oct 18 2022,by Laurentiu Raducu,Advanced,56m,https://pluralsight.imgix.net/course-images/specialized-hunts-threat-hunting-mail-servers-v1.jpg?w=120
1112,"Microsoft 365 Security, Compliance, and Identity Concepts",Oct 18 2022,by Vlad Catrinescu,Intermediate,2h 36m,https://pluralsight.imgix.net/course-images/microsoft-365-security-compliance-identity-concepts-cert-v1.jpg?w=120
1113,Styling Angular 14 Applications,Oct 17 2022,by Brian Treese,Beginner,1h 52m,https://pluralsight.imgix.net/course-images/styling-angular-applications-v1.jpg?w=120
1114,Ethical Hacking: Social Engineering,Oct 17 2022,by Alexander Tushinsky,Intermediate,48m,https://pluralsight.imgix.net/course-images/social-engineering-ethical-hacking-ceh-cert-v1.jpg?w=120
1115,Ethical Hacking: Web Application Hacking,Oct 17 2022,by Peter Mosmans,Intermediate,1h 41m,https://pluralsight.imgix.net/course-images/web-application-hacking-ethical-hacking-ceh-cert-v1.png?w=120
1116,Securing REST Services Using Spring Security 5,Oct 14 2022,by Federico Mestrone,Intermediate,2h 32m,https://pluralsight.imgix.net/course-images/spring-security-5-securing-rest-services-v1.jpg?w=120
1117,Finding Your Voice and Confidence: Claim Your Seat at the Table,Oct 14 2022,by Pluralsight,Beginner,20m,https://pluralsight.imgix.net/course-images/profdev-series-finding-your-voice-confidence-v1.jpg?w=120
1118,Asynchronous Programming in C# 10,Oct 13 2022,by Filip Ekberg,Intermediate,5h 1m,https://pluralsight.imgix.net/course-images/c-sharp-10-asynchronous-programming-v1.jpg?w=120
1119,Microsoft Power Platform Fundamentals: Preparing to Take the PL-900 Exam,Oct 13 2022,by Vlad Catrinescu,Beginner,31m,https://pluralsight.imgix.net/course-images/preparing-pl-900-exam-v1.jpg?w=120
1120,Splunk 9: Performing Basic Splunk Searches,Oct 11 2022,by Thomas Henson,Intermediate,2h 11m,https://pluralsight.imgix.net/course-images/splunk-9-performing-basic-splunk-searches-v1.jpg?w=120
1121,Fiddler Everywhere 3: The Big Picture,Oct 11 2022,by Karoly Nyisztor,Beginner,50m,https://pluralsight.imgix.net/course-images/fiddler-everywhere-3-big-picture-v1.jpg?w=120
1122,Introduction to the Microsoft 365 Fundamentals (MS-900) Exam,Oct 11 2022,by Vlad Catrinescu,Beginner,33m,https://pluralsight.imgix.net/course-images/microsoft-365-fundamentals-ms-900-intro-cert-v1.jpg?w=120
1123,Bottle 0.12 Fundamentals,Oct 11 2022,by Douglas Starnes,Beginner,2h 50m,https://pluralsight.imgix.net/course-images/bottle-012-fundamentals-v1.png?w=120
1124,"Pen Testing: Planning, Scoping, and Recon",Oct 10 2022,by Alexander Tushinsky,Intermediate,1h 13m,https://pluralsight.imgix.net/course-images/pen-testing-planning-scoping-recon-v1.jpg?w=120
1125,Writing Testable Code,Oct 7 2022,by Matthew Renze,Beginner,2h 2m,https://pluralsight.imgix.net/course-images/audience/software-development.jpg?w=120
1126,Password and Wireless Attacks with Kali Linux,Oct 7 2022,by Dale Meredith,Beginner,53m,https://pluralsight.imgix.net/course-images/kali-linux-password-wireless-attacks-v1.jpg?w=120
1127,Test-driven Development: The Big Picture,Oct 7 2022,by Jason Olson,Beginner,1h 14m,https://pluralsight.imgix.net/course-images/test-driven-development-big-picture-2022-v1.jpg?w=120
1128,Error Handling in JavaScript,Oct 6 2022,by Barry Luijbregts,Intermediate,31m,https://pluralsight.imgix.net/course-images/javascript-error-handling-v1.jpg?w=120
1129,Ionic 6 Fundamentals,Oct 6 2022,by Reggie Dawson,Beginner,2h 19m,https://pluralsight.imgix.net/course-images/ionic-6-fundamentals-v1.jpg?w=120
1130,Specialized Testing: SQL Injection,Oct 6 2022,by Christian Wenz,Advanced,1h 13m,https://pluralsight.imgix.net/course-images/specialized-testing-sql-injection-v1.jpg?w=120
1131,Managing Project Changes and Closure,Oct 6 2022,by Casey Ayers,Beginner,2h 15m,https://pluralsight.imgix.net/course-images/managing-project-changes-closure-v1.jpg?w=120
1132,Beginner’s Guide to Project Management,Oct 6 2022,by Casey Ayers,Beginner,3h 34m,https://pluralsight.imgix.net/course-images/beginners-guide-project-management-v1.jpg?w=120
1133,Developing Project Schedules and Budgets,Oct 6 2022,by Casey Ayers,Beginner,3h 41m,https://pluralsight.imgix.net/course-images/project-schedules-budgets-developing-v1.jpg?w=120
1134,Cloud Operations and Service Mesh with Anthos,Oct 6 2022,by Google Cloud,Beginner,1h 28m,https://pluralsight.imgix.net/course-images/cloud-operations-service-mesh-anthos-2-v1.png?w=120
1135,Securing ASP.NET Core 6 with OAuth2 and OpenID Connect,Oct 3 2022,by Kevin Dockx,Advanced,9h 46m,https://pluralsight.imgix.net/course-images/asp-dot-net-core-6-securing-oauth-2-openid-connect-v1.jpg?w=120
1136,Certificate in Cybersecurity Analysis (IIBA®-CCA): Cybersecurity Operational Components,Sep 30 2022,by Jamie Champagne,Beginner,21m,https://pluralsight.imgix.net/course-images/iiba-cca-operational-components-cert-v1.png?w=120
