nro,title,title_url,title_badge,date,author,level,length,icon
2063,Search Expert 102,https://www.pluralsight.com/courses/search-expert-102,Skills - Expanded,Nov 6 2021,"by Splunk, Inc.",Intermediate,7h 52m,https://pluralsight.imgix.net/course-images/search-expert-102-v1.png?w=120
2064,Introduction to Protractor 7,https://www.pluralsight.com/courses/protractor-introduction,Skills,Nov 5 2021,by Nate Taylor,Beginner,1h 21m,https://pluralsight.imgix.net/course-images/protractor-introduction-v1.jpg?w=120
2065,Microsoft Azure Solutions Architect: Implement a Hybrid Identities Strategy,https://www.pluralsight.com/courses/microsoft-azure-solutions-architect-implement-hybrid-identities-strategy,Skills,Nov 5 2021,by John Savill,Advanced,50m,https://pluralsight.imgix.net/course-images/microsoft-azure-solutions-architect-implement-hybrid-identities-strategy-v1.png?w=120
2066,RHEL 8: Managing Users and Groups,https://www.pluralsight.com/courses/rhel-8-managing-users-groups-cert,Skills,Nov 5 2021,by Andrew Mallett,Intermediate,2h 5m,https://pluralsight.imgix.net/course-images/rhel-8-managing-users-groups-cert-v1.jpg?w=120
2067,Code Review: Best Practices,https://www.pluralsight.com/courses/code-review-best-practices,Skills - Expanded,Nov 5 2021,by Andrejs Doronins,Beginner,1h 22m,https://pluralsight.imgix.net/course-images/code-review-best-practices-v1.jpg?w=120
2068,DevOps Foundations: Operational Strategies,https://www.pluralsight.com/courses/devops-foundations-operational-strategies,Skills,Nov 5 2021,by Matt Conran,Intermediate,2h 36m,https://pluralsight.imgix.net/course-images/devops-foundations-operational-strategies-v1.jpg?w=120
2069,DevOps: The Big Picture,https://www.pluralsight.com/courses/devops-big-picture-2021,Skills,Nov 5 2021,by Richard Seroter,Beginner,1h 10m,https://pluralsight.imgix.net/course-images/devops-big-picture-2021-v2.png?w=120
2070,Microservices Architecture: The Design Principles,https://www.pluralsight.com/courses/microservices-design-principles,Skills,Nov 4 2021,by Rag Dhiman,Beginner,2h 59m,https://pluralsight.imgix.net/course-images/microservices-design-principles-v1.jpg?w=120
2071,Developing Java Apps with Docker 4,https://www.pluralsight.com/courses/java-apps-docker-developing,Skills,Nov 4 2021,by Esteban Herrera,Intermediate,3h 30m,https://pluralsight.imgix.net/course-images/java-apps-docker-developing-v1.jpg?w=120
2072,Optimizing Apache Spark on Databricks,https://www.pluralsight.com/courses/optimizing-apache-spark-databricks,Skills,Nov 3 2021,by Janani Ravi,Beginner,2h ,https://pluralsight.imgix.net/course-images/optimizing-apache-spark-databricks-v1.jpg?w=120
2073,Terraform - Getting Started,https://www.pluralsight.com/courses/terraform-getting-started-2021,Skills - Expanded,Nov 3 2021,by Ned Bellavance,Beginner,4h 18m,https://pluralsight.imgix.net/course-images/terraform-getting-started-2021-v1.jpg?w=120
2074,Access Controls for SSCP®,https://www.pluralsight.com/courses/access-controls-sscp-cert,Skills,Nov 3 2021,by Kevin Henry,Intermediate,1h 52m,https://pluralsight.imgix.net/course-images/access-controls-sscp-cert-v1.png?w=120
2075,Migrating to Google Cloud,https://www.pluralsight.com/courses/migrating-google-cloud-5,Skills,Nov 3 2021,by Google Cloud,Intermediate,4h 55m,https://pluralsight.imgix.net/course-images/migrating-google-cloud-5-v1.png?w=120
2076,Windowing and Join Operations on Streaming Data with Apache Spark on Databricks,https://www.pluralsight.com/courses/windowing-join-operations-apache-spark-databricks,Skills,Nov 2 2021,by Janani Ravi,Beginner,2h 2m,https://pluralsight.imgix.net/course-images/windowing-join-operations-apache-spark-databricks-v1.jpg?w=120
2077,"Keynote with Ben Hammersley, Futurist",https://www.pluralsight.com/courses/keynote-ben-hammersley-futurist,Skills,Nov 2 2021,by Pluralsight LIVE,Beginner,52m,https://pluralsight.imgix.net/course-images/keynote-ben-hammersley-futurist-v1.jpg?w=120
2078,"Keynote with Cushing Anderson, IDC",https://www.pluralsight.com/courses/keynote-cushing-anderson-idc,Skills,Nov 2 2021,by Pluralsight LIVE,Beginner,48m,https://pluralsight.imgix.net/course-images/keynote-cushing-anderson-idc-v1.jpg?w=120
2079,Executing Graph Algorithms with GraphFrames on Databricks,https://www.pluralsight.com/courses/executing-graph-algorithms-graphframes-databricks,Skills,Nov 2 2021,by Janani Ravi,Beginner,1h 34m,https://pluralsight.imgix.net/course-images/executing-graph-algorithms-graphframes-databricks-v1.jpg?w=120
2080,Networking in Google Cloud: Defining and Implementing Networks,https://www.pluralsight.com/courses/networking-google-cloud-defining-implementing-networks-4,Skills,Nov 2 2021,by Google Cloud,Intermediate,3h 32m,https://pluralsight.imgix.net/course-images/networking-google-cloud-defining-implementing-networks-4-v1.png?w=120
2081,Developing Data Models with LookML,https://www.pluralsight.com/courses/developing-data-models-lookml,Skills - Expanded,Nov 2 2021,by Google Cloud,Intermediate,2h 33m,https://pluralsight.imgix.net/course-images/developing-data-models-lookml-v1.png?w=120
2082,Creating Your First Sisense Dashboard,https://www.pluralsight.com/courses/creating-first-sisense-dashboard,Skills - Expanded,Nov 2 2021,by Sai Krishna,Beginner,1h 16m,https://pluralsight.imgix.net/course-images/creating-first-sisense-dashboard-v1.jpg?w=120
2083,"Keynote with Sara Milne, Lloyds Banking Group",https://www.pluralsight.com/courses/keynote-sara-milne-lloyds-banking-group,Skills,Nov 2 2021,by Pluralsight LIVE,Beginner,15m,https://pluralsight.imgix.net/course-images/keynote-sara-milne-lloyds-banking-group-v2.jpg?w=120
2084,Kotlin 1.5 Coroutine Channels and Flows,https://www.pluralsight.com/courses/kotlin-coroutine-channels-flows,Skills - Expanded,Nov 1 2021,by Kevin Jones,Intermediate,3h 29m,https://pluralsight.imgix.net/course-images/kotlin-coroutine-channels-flows-v1.jpg?w=120
2085,Mitigating Security Vulnerabilities on Google Cloud,https://www.pluralsight.com/courses/mitigating-security-vulnerabilities-google-cloud-2,Skills,Nov 1 2021,by Google Cloud,Intermediate,58m,https://pluralsight.imgix.net/course-images/mitigating-security-vulnerabilities-google-cloud-2-v1.png?w=120
2086,Networking in Google Cloud: Hybrid Connectivity and Network Management,https://www.pluralsight.com/courses/networking-google-cloud-hybrid-connectivity-network-management-4,Skills,Nov 1 2021,by Google Cloud,Intermediate,3h 5m,https://pluralsight.imgix.net/course-images/networking-google-cloud-hybrid-connectivity-network-management-4-v1.png?w=120
2087,Network and Communications Security for SSCP®,https://www.pluralsight.com/courses/network-communications-security-sscp-cert,Skills,Nov 1 2021,by Dr. Lyron H. Andrews,Intermediate,1h 35m,https://pluralsight.imgix.net/course-images/network-communications-security-sscp-cert-v1.png?w=120
2088,Microsoft Endpoint Manager: Windows Updates and Servicing with MECM and Intune,https://www.pluralsight.com/courses/mem-mecm-intune-windows-updates-servicing,Skills,Nov 1 2021,by Greg Shields,Intermediate,1h 6m,https://pluralsight.imgix.net/course-images/mem-mecm-intune-windows-updates-servicing-v1.jpg?w=120
2089,vSphere Data Center Virtualization: Architectures and Technologies,https://www.pluralsight.com/courses/vsphere-data-center-virtualization-architectures-technologies-cert,Skills,Oct 29 2021,by Matt Allford,Intermediate,3h 16m,https://pluralsight.imgix.net/course-images/vsphere-data-center-virtualization-architectures-technologies-cert-v1.jpg?w=120
2090,Azure Arc Enabled Servers: Getting Started,https://www.pluralsight.com/courses/azure-arc-enabled-servers-getted-started,Skills,Oct 29 2021,by Steve Buchanan,Intermediate,1h 23m,https://pluralsight.imgix.net/course-images/azure-arc-enabled-servers-getted-started-v1.jpg?w=120
2091,"Keynote with Mike Maresca, Walgreens Boots Alliance",https://www.pluralsight.com/courses/keynote-mike-maresca-walgreens-boots-alliance,Skills,Oct 29 2021,by Pluralsight LIVE,Beginner,11m,https://pluralsight.imgix.net/course-images/keynote-mike-maresca-walgreens-boots-alliance-v1.jpg?w=120
2092,Transform Customer Experience with Personalization,https://www.pluralsight.com/courses/transform-customer-experience-personalization,Skills,Oct 29 2021,by Pluralsight LIVE,Beginner,20m,https://pluralsight.imgix.net/course-images/transform-customer-experience-personalization-v1.jpg?w=120
2093,IBM Cloud Pak for Security 1.x Administration,https://www.pluralsight.com/courses/ibm-cloud-pak-security-1-dot-x-administration-1,Skills - Expanded,Oct 29 2021,by IBM,Intermediate,2h 5m,https://pluralsight.imgix.net/course-images/ibm-cloud-pak-security-1-dot-x-administration-1-v1.jpeg?w=120
2094,IBM Cloud Pak for Security 1.x Administration,https://www.pluralsight.com/courses/ibm-cloud-pak-security-1-dot-x-administration-2,Skills - Expanded,Oct 29 2021,by IBM,Intermediate,2h 5m,https://pluralsight.imgix.net/course-images/ibm-cloud-pak-security-1-dot-x-administration-2-v1.jpeg?w=120
2095,Kubernetes Security: Minimizing Microservice Vulnerabilities,https://www.pluralsight.com/courses/kubernetes-security-minimizing-microservice-vulnerabilities-cert,Skills,Oct 29 2021,by Justin Boyer,Intermediate,1h 37m,https://pluralsight.imgix.net/course-images/kubernetes-security-minimizing-microservice-vulnerabilities-cert-v1.png?w=120
2096,Build Your Azure Skills with Microsoft Learn and Pluralsight,https://www.pluralsight.com/courses/build-azure-skills-microsoft-learn-pluralsight,Skills,Oct 29 2021,by Pluralsight LIVE,Beginner,28m,https://pluralsight.imgix.net/course-images/build-azure-skills-microsoft-learn-pluralsight-v1.jpg?w=120
2097,"Fireside Chat with Allison Horn, Accenture",https://www.pluralsight.com/courses/fireside-chat-allison-horn-accenture,Skills,Oct 29 2021,by Pluralsight LIVE,Beginner,11m,https://pluralsight.imgix.net/course-images/fireside-chat-allison-horn-accenture-v1.jpg?w=120
2098,Digital Transformation in the IPO: Introducing the WS-1,https://www.pluralsight.com/courses/digital-transformation-ipo-introducing-ws-1,Skills,Oct 29 2021,by Pluralsight LIVE,Beginner,27m,https://pluralsight.imgix.net/course-images/digital-transformation-ipo-introducing-ws-1-v1.jpg?w=120
2099,Surrounded by the Cloud: Cloud Transformation Challenges & Best Practices,https://www.pluralsight.com/courses/surrounded-cloud-cloud-transformation-challenges-best-practices,Skills,Oct 29 2021,by Pluralsight LIVE,Beginner,39m,https://pluralsight.imgix.net/course-images/surrounded-cloud-cloud-transformation-challenges-best-practices-v1.jpg?w=120
2100,Pluralsight Opening Keynote,https://www.pluralsight.com/courses/pluralsight-opening-keynote,Skills,Oct 29 2021,by Pluralsight LIVE,Beginner,11m,https://pluralsight.imgix.net/course-images/pluralsight-opening-keynote-v1.jpg?w=120
2101,Alibaba Cloud: Engine for the Digital Economy,https://www.pluralsight.com/courses/alibaba-cloud-engine-digital-economy,Skills,Oct 29 2021,by Pluralsight LIVE,Beginner,16m,https://pluralsight.imgix.net/course-images/alibaba-cloud-engine-digital-economy-v1.jpg?w=120
2102,Power to the Programmers,https://www.pluralsight.com/courses/power-programmers,Skills,Oct 29 2021,by Pluralsight LIVE,Beginner,19m,https://pluralsight.imgix.net/course-images/power-programmers-v1.jpg?w=120
2103,Digital Transformation: How Data and AI Can Play a Role,https://www.pluralsight.com/courses/digital-transformation-how-data-ai-can-play-role,Skills,Oct 29 2021,by Pluralsight LIVE,Beginner,19m,https://pluralsight.imgix.net/course-images/digital-transformation-how-data-ai-can-play-role-v1.jpg?w=120
2104,"Fireside Chat with Gary Feierabend, Manulife",https://www.pluralsight.com/courses/fireside-chat-gary-feierabend-manulife,Skills,Oct 29 2021,by Pluralsight LIVE,Beginner,6m,https://pluralsight.imgix.net/course-images/fireside-chat-gary-feierabend-manulife-v1.jpg?w=120
2105,Arduino Playbook for Developers,https://www.pluralsight.com/courses/arduino-developers-playbook,Skills - Expanded,Oct 29 2021,by Jon Flanders,Beginner,53m,https://pluralsight.imgix.net/course-images/arduino-developers-playbook-v1.jpg?w=120
2106,"Keynote with Sejal Amin, Khoros",https://www.pluralsight.com/courses/keynote-sejal-amin-khoros,Skills,Oct 29 2021,by Pluralsight LIVE,Beginner,17m,https://pluralsight.imgix.net/course-images/keynote-sejal-amin-khoros-v1.jpg?w=120
2107,JavaScript ES2015: Using Variables and Working with Numbers and Strings (Interactive),https://www.pluralsight.com/courses/javascript-variables-working-numbers-strings,Skills - Expanded,Oct 28 2021,by Carlos Souza,Beginner,23m,https://pluralsight.imgix.net/course-images/audience/generic.jpg?w=120
2108,C#: Using Async and Await to Run Code Asynchronously (Interactive),https://www.pluralsight.com/courses/csharp-async-await-run-code-asynchronously,Skills - Expanded,Oct 28 2021,by Eric Fisher,Beginner,7m,https://pluralsight.imgix.net/course-images/audience/generic.jpg?w=120
2109,C#: Using LINQ Queries & Operators (Interactive),https://www.pluralsight.com/courses/csharp-linq-queries-operators,Skills - Expanded,Oct 28 2021,by Eric Fisher,Beginner,6m,https://pluralsight.imgix.net/course-images/audience/generic.jpg?w=120
2110,Java: Using Maps (Interactive),https://www.pluralsight.com/courses/java-maps,Skills - Expanded,Oct 28 2021,by Sarah Holderness,Beginner,16m,https://pluralsight.imgix.net/course-images/audience/generic.jpg?w=120
2111,Java: Using Sets (Interactive),https://www.pluralsight.com/courses/java-sets,Skills - Expanded,Oct 28 2021,by Sarah Holderness,Beginner,17m,https://pluralsight.imgix.net/course-images/audience/generic.jpg?w=120
2112,HTML and CSS: Creating a Basic Website (Interactive),https://www.pluralsight.com/courses/html-css-basic-website,Skills - Expanded,Oct 28 2021,by Jon Friskics,Beginner,1h 31m,https://pluralsight.imgix.net/course-images/audience/generic.jpg?w=120
2113,Java: Using Lists (Interactive),https://www.pluralsight.com/courses/java-lists,Skills - Expanded,Oct 28 2021,by Sarah Holderness,Beginner,15m,https://pluralsight.imgix.net/course-images/audience/generic.jpg?w=120
2114,"HTML 5 and CSS 3: Overview of Tag, Attribute and Selector Additions (Interactive)",https://www.pluralsight.com/courses/html-5-css-3-overview-tag-attribute-selector-additions,Skills - Expanded,Oct 28 2021,by Drew Barontini,Beginner,1h 8m,https://pluralsight.imgix.net/course-images/audience/generic.jpg?w=120
2115,Java: Creating a Basic Web App (Interactive),https://www.pluralsight.com/courses/java-basic-web-app,Skills - Expanded,Oct 28 2021,by Sarah Holderness,Beginner,1h 18m,https://pluralsight.imgix.net/course-images/audience/generic.jpg?w=120
2116,C#: Using and Handling Exceptions (Interactive),https://www.pluralsight.com/courses/csharp-handling-exceptions,Skills - Expanded,Oct 28 2021,by Eric Fisher,Beginner,7m,https://pluralsight.imgix.net/course-images/audience/generic.jpg?w=120
2117,Go 1: Writing Simple Named Functions (Interactive),https://www.pluralsight.com/courses/go-writing-simple-named-functions,Skills - Expanded,Oct 28 2021,by Carlos Souza,Beginner,6m,https://pluralsight.imgix.net/course-images/audience/generic.jpg?w=120
2118,JavaScript ES2015: Using JavaScript with HTML Documents (Interactive),https://www.pluralsight.com/courses/javascript-javascript-html-documents,Skills - Expanded,Oct 28 2021,by Carlos Souza,Beginner,10m,https://pluralsight.imgix.net/course-images/audience/generic.jpg?w=120
2119,ASP.NET Core: Creating a Basic Web App (Interactive),https://www.pluralsight.com/courses/asp-dot-net-core-basic-web-app,Skills - Expanded,Oct 28 2021,by Eric Fisher,Beginner,24m,https://pluralsight.imgix.net/course-images/audience/generic.jpg?w=120
2120,"Elixir 1: Using Iteration, Tuples, Maps, Control Flow, and the Mix Tool (Interactive)",https://www.pluralsight.com/courses/elixir-iteration-tuples-maps-control-flow-mix-tool,Skills - Expanded,Oct 28 2021,by Carlos Souza,Beginner,56m,https://pluralsight.imgix.net/course-images/audience/generic.jpg?w=120
2121,JavaScript ES2015: Additions and Changes to ES5 (Interactive),https://www.pluralsight.com/courses/javascript-es2015-additions-changes-es5,Skills - Expanded,Oct 28 2021,by Carlos Souza,Beginner,1h 46m,https://pluralsight.imgix.net/course-images/audience/generic.jpg?w=120
2122,Angular 2: Using Template Files and Stylesheets (Interactive),https://www.pluralsight.com/courses/angular-template-files-stylesheets,Skills - Expanded,Oct 28 2021,by Carlos Souza,Beginner,6m,https://pluralsight.imgix.net/course-images/audience/generic.jpg?w=120
