,title,title_url_selector,date,author,level,length,icon
2610,Data Management Principles in Salesforce Marketing Cloud,https://www.pluralsight.com/courses/salesforce-marketing-cloud-data-mgmt-principles,Jul 1 2021,by Shane Smyth,Intermediate,1h ,https://pluralsight.imgix.net/course-images/salesforce-marketing-cloud-data-mgmt-principles-v1.jpg?w=120
2611,Test-Taking Skills for Microsoft Certifications,https://www.pluralsight.com/courses/test-taking-skills-microsoft-certifications,Jul 1 2021,by Tim Warner,Beginner,1h 47m,https://pluralsight.imgix.net/course-images/test-taking-skills-microsoft-certifications-v1.png?w=120
2612,AWS SysOps Admin: Implement Backup and Restore Strategies,https://www.pluralsight.com/courses/aws-sysops-admin-implement-backup-restore-strategies,Jul 1 2021,by Amber Israelsen,Intermediate,1h 9m,https://pluralsight.imgix.net/course-images/aws-sysops-admin-implement-backup-restore-strategies-v1.jpg?w=120
2613,"Microsoft Security, Compliance, and Identity Fundamentals: Security Solutions",https://www.pluralsight.com/courses/msft-security-compliance-identity-fundamentals-security-solutions,Jul 1 2021,by Vlad Catrinescu,Intermediate,2h 11m,https://pluralsight.imgix.net/course-images/msft-security-compliance-identity-fundamentals-security-solutions-v1.jpg?w=120
2614,AWS SysOps Admin: Implement Cost Optimization Strategies,https://www.pluralsight.com/courses/aws-sysops-admin-implement-cost-optimization-strategies,Jul 1 2021,by Mateo Prigl,Intermediate,58m,https://pluralsight.imgix.net/course-images/aws-sysops-admin-implement-cost-optimization-strategies-v1.jpg?w=120
2615,Elastic Google Cloud Infrastructure: Scaling and Automation,https://www.pluralsight.com/courses/elastic-google-cloud-infrastructure-scaling-automation-4,Jul 1 2021,by Google Cloud,Intermediate,2h 55m,https://pluralsight.imgix.net/course-images/elastic-google-cloud-infrastructure-scaling-automation-4-v1.png?w=120
2616,Building Microservices,https://www.pluralsight.com/courses/building-microservices,Jun 30 2021,by Mark Heath,Intermediate,2h 45m,https://pluralsight.imgix.net/course-images/building-microservices-v1.png?w=120
2617,Monitoring and Troubleshooting Azure Kubernetes Service (AKS) Clusters and Workloads,https://www.pluralsight.com/courses/monitoring-troubleshooting-azure-kubernetes-service-clusters-workloads,Jun 30 2021,by Ben Weissman,Intermediate,33m,https://pluralsight.imgix.net/course-images/monitoring-troubleshooting-azure-kubernetes-service-clusters-workloads-v1.jpg?w=120
2618,AWS SysOps Admin: Introduction to the SOA-C02 Exam,https://www.pluralsight.com/courses/aws-sysops-admin-introduction-soa-co2-exam-cert,Jun 30 2021,by David Tucker,Intermediate,22m,https://pluralsight.imgix.net/course-images/aws-sysops-admin-introduction-soa-co2-exam-cert-v1.jpg?w=120
2619,Handling Exceptions (Java SE 8 Programmer I Certification 1Z0-808),https://www.pluralsight.com/courses/handling-exceptions-java-se-8-programmer-certification-1z0-808,Jun 30 2021,by Andrejs Doronins,Intermediate,1h 7m,https://pluralsight.imgix.net/course-images/handling-exceptions-java-se-8-programmer-certification-1z0-808-v1.jpg?w=120
2620,AWS SysOps Admin: Troubleshoot Network Connectivity Issues,https://www.pluralsight.com/courses/aws-sysops-admin-troubleshoot-network-connectivity-issues-cert,Jun 30 2021,by Ned Bellavance,Intermediate,2h ,https://pluralsight.imgix.net/course-images/aws-sysops-admin-troubleshoot-network-connectivity-issues-cert-v1.png?w=120
2621,ICAgile (ICP-PRG): Building and Integrating,https://www.pluralsight.com/courses/icagile-icp-prg-building-integrating,Jun 30 2021,by Tommy van Schaik,Intermediate,1h 26m,https://pluralsight.imgix.net/course-images/icagile-icp-prg-building-integrating-v1.jpg?w=120
2622,ICAgile (ICP-ASD): Leading Technical Teams,https://www.pluralsight.com/courses/icagile-icp-asd-leading-technical-teams,Jun 30 2021,by Timothy Guay,Intermediate,40m,https://pluralsight.imgix.net/course-images/icagile-icp-asd-leading-technical-teams-v1.jpg?w=120
2623,AWS SysOps Admin: Implement Data and Infrastructure Protection Strategies,https://www.pluralsight.com/courses/aws-sysops-admin-implement-data-infrastructure-protection-strategies,Jun 30 2021,by Michael Brown,Intermediate,1h 4m,https://pluralsight.imgix.net/course-images/aws-sysops-admin-implement-data-infrastructure-protection-strategies-v1.jpg?w=120
2624,ICAgile (ICP-PRG): Improving and Refactoring Code,https://www.pluralsight.com/courses/icagile-icp-prg-improving-refactoring-code,Jun 30 2021,by Jeremy Jarrell,Intermediate,59m,https://pluralsight.imgix.net/course-images/icagile-icp-prg-improving-refactoring-code-v1.jpg?w=120
2625,Journey Builder and Automation Studio in Salesforce Marketing Cloud,https://www.pluralsight.com/courses/salesforce-marketing-cloud-journey-builder-automation-studio,Jun 30 2021,by Baneen Qazi,Intermediate,45m,https://pluralsight.imgix.net/course-images/salesforce-marketing-cloud-journey-builder-automation-studio-v1.jpg?w=120
2626,AWS SysOps Admin: Preparing for the SOA-C02 Exam,https://www.pluralsight.com/courses/aws-sysops-admin-preparing-soa-co2-exam-cert,Jun 30 2021,by David Tucker,Intermediate,33m,https://pluralsight.imgix.net/course-images/aws-sysops-admin-preparing-soa-co2-exam-cert-v1.jpg?w=120
2627,Forecast the #NoEstimates Way,https://www.pluralsight.com/courses/no-estimates-way-forcast,Jun 30 2021,by Wilvie Anora,Intermediate,2h 25m,https://pluralsight.imgix.net/course-images/no-estimates-way-forcast-v1.jpg?w=120
2628,Managing Docker Networking,https://www.pluralsight.com/courses/docker-networking-managing,Jun 29 2021,by Nigel Poulton,Intermediate,1h 58m,https://pluralsight.imgix.net/course-images/docker-networking-managing-v1.jpg?w=120
2629,Deploying and Operating HashiCorp Nomad,https://www.pluralsight.com/courses/hashicorp-nomad-deploying-operating,Jun 29 2021,by Eric Wright,Intermediate,2h 41m,https://pluralsight.imgix.net/course-images/hashicorp-nomad-deploying-operating-v1.jpg?w=120
2630,Tableau Desktop Certified Associate - Mapping,https://www.pluralsight.com/courses/tableau-desktop-certified-associate-mapping,Jun 29 2021,by Adam Crahen,Beginner,38m,https://pluralsight.imgix.net/course-images/tableau-desktop-certified-associate-mapping-v1.jpg?w=120
2631,Microsoft Azure SDK Fundamentals for GO Developers,https://www.pluralsight.com/courses/microsoft-azure-sdk-fundamentals-go-developers,Jun 29 2021,by Ashish Minocha,Beginner,2h 7m,https://pluralsight.imgix.net/course-images/microsoft-azure-sdk-fundamentals-go-developers-v1.jpg?w=120
2632,What's New in Ruby 3,https://www.pluralsight.com/courses/whats-new-ruby-3,Jun 29 2021,by Raphael Alampay,Beginner,1h 6m,https://pluralsight.imgix.net/course-images/whats-new-ruby-3-v1.jpg?w=120
2633,Salesforce Security: Getting Started,https://www.pluralsight.com/courses/salesforce-security-getting-started,Jun 28 2021,by Sara Morgan Nettles,Intermediate,1h 2m,https://pluralsight.imgix.net/course-images/salesforce-security-getting-started-v1.jpg?w=120
2634,Tableau Desktop Certified Associate - Data Connections,https://www.pluralsight.com/courses/tableau-desktop-certified-associate-data-connections,Jun 28 2021,by Pooja Gandhi,Beginner,37m,https://pluralsight.imgix.net/course-images/tableau-desktop-certified-associate-data-connections-v1.jpg?w=120
2635,Tableau Desktop Certified Associate - Analytics,https://www.pluralsight.com/courses/tableau-desktop-certified-associate-analytics,Jun 28 2021,by Adam Crahen,Beginner,35m,https://pluralsight.imgix.net/course-images/tableau-desktop-certified-associate-analytics-v1.jpg?w=120
2636,Tableau Desktop Certified Associate - Field & Chart Types,https://www.pluralsight.com/courses/tableau-desktop-certified-associate-field-chart-types,Jun 28 2021,by Adam Crahen,Beginner,37m,https://pluralsight.imgix.net/course-images/tableau-desktop-certified-associate-field-chart-types-v1.jpg?w=120
2637,Microservices Architecture Fundamentals,https://www.pluralsight.com/courses/microservices-fundamentals,Jun 25 2021,by Mark Heath,Beginner,2h 12m,https://pluralsight.imgix.net/course-images/microservices-fundamentals-v1.png?w=120
2638,Reconnaissance with Shodan,https://www.pluralsight.com/courses/reconnaissance-shodan,Jun 25 2021,by Keith Watson,Intermediate,27m,https://pluralsight.imgix.net/course-images/reconnaissance-shodan-v1.jpg?w=120
2639,Building a Consistent RESTful API with OData V4 in ASP.NET Core 5,https://www.pluralsight.com/courses/building-consistent-restful-api-odata-v4-asp-dot-net-core,Jun 25 2021,by Kevin Dockx,Beginner,3h 45m,https://pluralsight.imgix.net/course-images/building-consistent-restful-api-odata-v4-asp-dot-net-core-v1.jpg?w=120
2640,Consuming an OData v4 API,https://www.pluralsight.com/courses/consuming-odata-v4-api,Jun 25 2021,by Kevin Dockx,Beginner,1h 12m,https://pluralsight.imgix.net/course-images/consuming-odata-v4-api-v1.jpg?w=120
2641,Developing .NET Framework Apps with Docker,https://www.pluralsight.com/courses/docker-dot-net-framework-apps-developing,Jun 25 2021,by Elton Stoneman,Intermediate,3h 34m,https://pluralsight.imgix.net/course-images/docker-dot-net-framework-apps-developing-v1.jpg?w=120
2642,Working with Date and Time in PHP,https://www.pluralsight.com/courses/working-date-time-php,Jun 25 2021,by Annapurna Agrawal,Beginner,2h 16m,https://pluralsight.imgix.net/course-images/working-date-time-php-v1.png?w=120
2643,"Diversity and Inclusion: What All the Terms, Labels, and Acronyms Really Mean",https://www.pluralsight.com/courses/diversity-inclusion-terms-labels-acronyms,Jun 25 2021,by Dr. Lyron H. Andrews,Beginner,1h 14m,https://pluralsight.imgix.net/course-images/audience/generic.jpg?w=120
2644,Defining a North Star for Agile Transformation: Executive Briefing,https://www.pluralsight.com/courses/defining-north-star-agile-executive-briefing,Jun 25 2021,by Matthew Pizzi,Beginner,12m,https://pluralsight.imgix.net/course-images/defining-north-star-agile-executive-briefing-v1.png?w=120
2645,Create a Bot by Using the Bot Framework SDK with Microsoft Azure,https://www.pluralsight.com/courses/create-bot-using-bot-framework-sdk-microsoft-azure,Jun 25 2021,by JS Padoan,Advanced,48m,https://pluralsight.imgix.net/course-images/create-bot-using-bot-framework-sdk-microsoft-azure-v1.jpg?w=120
2646,Getting Started with Docker Swarm,https://www.pluralsight.com/courses/docker-swarm-getting-started,Jun 25 2021,by Wes Higbee,Intermediate,4h 12m,https://pluralsight.imgix.net/course-images/docker-swarm-getting-started-v1.jpg?w=120
2647,OS Analysis with Volatility,https://www.pluralsight.com/courses/os-analysis-volatility,Jun 25 2021,by Tim Coakley,Intermediate,27m,https://pluralsight.imgix.net/course-images/os-analysis-volatility-v1.jpg?w=120
2648,ICAgile (ICP-ASD): Evolving Architecture and Design,https://www.pluralsight.com/courses/icagile-icp-asd-evolving-architecture-design,Jun 25 2021,by Jim Weaver,Intermediate,1h 16m,https://pluralsight.imgix.net/course-images/icagile-icp-asd-evolving-architecture-design-v1.jpg?w=120
2649,Detecting Data Anomalies using Deep Learning Techniques with TensorFlow 2.4,https://www.pluralsight.com/courses/detecting-data-anomalies-deep-learning-techniques-tensorflow,Jun 24 2021,by Andrei Pruteanu,Advanced,1h 32m,https://pluralsight.imgix.net/course-images/detecting-data-anomalies-deep-learning-techniques-tensorflow-v1.jpg?w=120
2650,Introduction to Private Cloud Management on IBM Power Systems,https://www.pluralsight.com/courses/introduction-private-cloud-management-ibm-power-systems-1,Jun 23 2021,by IBM,Beginner,5h 45m,https://pluralsight.imgix.net/course-images/introduction-private-cloud-management-ibm-power-systems-1-v1.png?w=120
2651,Azure Arc Enabled Kubernetes: Getting Started,https://www.pluralsight.com/courses/azure-arc-enabled-kubernetes-getting-started,Jun 23 2021,by Steve Buchanan,Intermediate,1h 57m,https://pluralsight.imgix.net/course-images/azure-arc-enabled-kubernetes-getting-started-v1.jpg?w=120
2652,C# 8 Interfaces,https://www.pluralsight.com/courses/c-sharp-interfaces,Jun 23 2021,by Jeremy Clark,Beginner,2h 44m,https://pluralsight.imgix.net/course-images/c-sharp-interfaces-v1.jpg?w=120
2653,Getting Started with OpenStack,https://www.pluralsight.com/courses/openstack-getting-started,Jun 23 2021,by Bernd Bausch,Beginner,3h 26m,https://pluralsight.imgix.net/course-images/openstack-getting-started-v1.jpg?w=120
2654,Understanding Google Cloud Security and Operations,https://www.pluralsight.com/courses/understanding-google-cloud-security-operations,Jun 23 2021,by Google Cloud,Beginner,1h 17m,https://pluralsight.imgix.net/course-images/understanding-google-cloud-security-operations-v1.png?w=120
2655,Demystifying the AWS Certified Developer: Associate Exam,https://www.pluralsight.com/courses/aws-developer-demystifying-associate-exam,Jun 22 2021,by Ryan H. Lewis,Intermediate,57m,https://pluralsight.imgix.net/course-images/aws-developer-demystifying-associate-exam-v1.jpg?w=120
2656,Essential Google Cloud Infrastructure: Foundation,https://www.pluralsight.com/courses/essential-google-cloud-infrastructure-foundation-1,Jun 22 2021,by Google Cloud,Intermediate,3h 18m,https://pluralsight.imgix.net/course-images/essential-google-cloud-infrastructure-foundation-1-v1.png?w=120
2657,Triggering Lambda Functions from Simple Devices with AWS IoT 1-Click,https://www.pluralsight.com/courses/aws-iot-amazon-1click,Jun 22 2021,by Robert Lindley,Intermediate,1h 2m,https://pluralsight.imgix.net/course-images/aws-iot-amazon-1click-v1.png?w=120
2658,Using the Xamarin.Forms 4 Shell,https://www.pluralsight.com/courses/using-xamarin-forms-shell,Jun 22 2021,by Chris Miller,Intermediate,1h 33m,https://pluralsight.imgix.net/course-images/using-xamarin-forms-shell-v1.png?w=120
2659,ICAgile (ICP-ASD): Enabling Continuous Delivery,https://www.pluralsight.com/courses/icagile-icp-asd-enabling-continuous-delivery,Jun 22 2021,by Maaike van Putten,Intermediate,35m,https://pluralsight.imgix.net/course-images/icagile-icp-asd-enabling-continuous-delivery-v1.jpg?w=120
2660,Installing and Managing Salesforce Marketing Cloud Connect,https://www.pluralsight.com/courses/installing-managing-salesforce-marketing-cloud-connect,Jun 21 2021,by Zuzanna Jarczynska,Intermediate,56m,https://pluralsight.imgix.net/course-images/installing-managing-salesforce-marketing-cloud-connect-v2.png?w=120
2661,Cisco DEVOPS 300-910: Automating Infrastructure,https://www.pluralsight.com/courses/cisco-devops-300-910-automating-infrastructure,Jun 21 2021,by Sean Wilkins,Intermediate,2h 40m,https://pluralsight.imgix.net/course-images/cisco-devops-300-910-automating-infrastructure-v1.jpg?w=120
2662,Creating Layouts with CSS Grid,https://www.pluralsight.com/courses/css-grid-creating-layouts,Jun 18 2021,by Matt Henry,Intermediate,1h 42m,https://pluralsight.imgix.net/course-images/css-grid-creating-layouts-v1.png?w=120
2663,Embracing Change: Staying Agile in the Midst of Change,https://www.pluralsight.com/courses/embracing-change-agile,Jun 18 2021,by Alice Meredith,Beginner,56m,https://pluralsight.imgix.net/course-images/embracing-change-agile-v1.jpg?w=120
2664,Architecting for Operational Excellence on AWS,https://www.pluralsight.com/courses/architecting-operational-excellence-aws,Jun 18 2021,by Ben Piper,Intermediate,3h 5m,https://pluralsight.imgix.net/course-images/architecting-operational-excellence-aws-v1.png?w=120
2665,"Creating a Database with SQLite, DAO, and Room",https://www.pluralsight.com/courses/sqlite-dao-room-database-creating,Jun 18 2021,by Anthony Alampi,Advanced,1h 10m,https://pluralsight.imgix.net/course-images/sqlite-dao-room-database-creating-v1.jpg?w=120
2666,RPA with UiPath: Getting Started,https://www.pluralsight.com/courses/rpa-uipath-getting-started,Jun 18 2021,by James Millar,Beginner,2h 4m,https://pluralsight.imgix.net/course-images/rpa-uipath-getting-started-v1.jpg?w=120
2667,Implementing Nutanix Storage Services,https://www.pluralsight.com/courses/nutanix-storage-services-implementing,Jun 18 2021,by Jaya Bodkhey,Intermediate,1h 51m,https://pluralsight.imgix.net/course-images/nutanix-storage-services-implementing-v1.jpg?w=120
